OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,The base year for projected persons (2022),Projected persons (2023),Projected persons (2024),Projected persons (2025),Projected persons (2026),Projected persons (2027),Projected persons (2028),Projected persons (2029),Projected persons (2030),Projected persons (2031),Projected persons (2032),The base year for annual population change (2022),Annual population change (2023),Annual population change (2024),Annual population change (2025),Annual population change (2026),Annual population change (2027),Annual population change (2028),Annual population change (2029),Annual population change (2030),Annual population change (2031),Annual population change (2032),The base year for population change (2022),Relative population change (2023),Relative population change (2024),Relative population change (2025),Relative population change (2026),Relative population change (2027),Relative population change (2028),Relative population change (2029),Relative population change (2030),Relative population change (2031),Relative population change (2032),The base year for percentage annual population change (2022),Percentage annual population change (2023),Percentage annual population change (2024),Percentage annual population change (2025),Percentage annual population change (2026),Percentage annual population change (2027),Percentage annual population change (2028),Percentage annual population change (2029),Percentage annual population change (2030),Percentage annual population change (2031),Percentage annual population change (2032),The base year for percentage relative population change (2022),Percentage relative population change (2023),Percentage relative population change (2024),Percentage relative population change (2025),Percentage relative population change (2026),Percentage relative population change (2027),Percentage relative population change (2028),Percentage relative population change (2029),Percentage relative population change (2030),Percentage relative population change (2031),Percentage relative population change (2032),globalid,Shape__Area,Shape__Length
48,102021047,Chittaway Bay - Tumbi Umbi,24.4986,https://linked.data.gov.au/dataset/asgsed3/SA2/102021047,16197,16397,16573,16739,16890,17029,17159,17281,17392,17492,17578,0,200,176,166,151,139,130,122,111,100,86,0,200,376,542,693,832,962,1084,1195,1295,1381,0,1.234797,1.073367,1.001629,0.902085,0.822972,0.763404,0.710997,0.642324,0.574977,0.491653,0,1.234797,2.321418,3.346299,4.27857,5.136754,5.939371,6.692597,7.377909,7.995308,8.52627,19f5f123-81a5-4907-a0b2-8018ec3a0118,0.00237315760386991,0.344588279057682
49,102021048,Gorokan - Kanwal - Charmhaven,11.249,https://linked.data.gov.au/dataset/asgsed3/SA2/102021048,22586,22734,22848,22950,23026,23094,23154,23204,23246,23278,23295,0,148,114,102,76,68,60,50,42,32,17,0,148,262,364,440,508,568,618,660,692,709,0,0.655273,0.501452,0.446429,0.331155,0.295318,0.259808,0.215945,0.181003,0.137658,0.07303,0,0.655273,1.160011,1.611618,1.948109,2.249181,2.514832,2.736208,2.922164,3.063845,3.139113,482d3127-92a3-483e-876a-5d209971b35a,0.00108843030739081,0.262564057014216
50,102021049,Jilliby - Yarramalong,346.7662,https://linked.data.gov.au/dataset/asgsed3/SA2/102021049,3451,3474,3491,3501,3512,3519,3525,3529,3531,3530,3526,0,23,17,10,11,7,6,4,2,-1,-4,0,23,40,50,61,68,74,78,80,79,75,0,0.666473,0.489349,0.286451,0.314196,0.199317,0.170503,0.113475,0.056673,-0.028321,-0.113314,0,0.666473,1.159084,1.448855,1.767604,1.970443,2.144306,2.260214,2.318169,2.289192,2.173283,266e9e8c-0c98-42fa-9fc0-b11311c36740,0.0335221593277311,1.22711646439465
51,102021050,Lake Munmorah - Mannering Park,35.4946,https://linked.data.gov.au/dataset/asgsed3/SA2/102021050,11039,11088,11117,11131,11128,11116,11096,11070,11034,10990,10937,0,49,29,14,-3,-12,-20,-26,-36,-44,-53,0,49,78,92,89,77,57,31,-5,-49,-102,0,0.443881,0.261544,0.125933,-0.026952,-0.107836,-0.179921,-0.234319,-0.325203,-0.398767,-0.482257,0,0.443881,0.706586,0.833409,0.806232,0.697527,0.516351,0.280823,-0.045294,-0.443881,-0.923997,ecbf9ff4-9fe4-4283-9956-a839868682e0,0.00343164974947285,0.40717821885403
52,102021051,Ourimbah - Fountaindale,114.1172,https://linked.data.gov.au/dataset/asgsed3/SA2/102021051,4914,4920,4914,4907,4902,4895,4887,4878,4865,4847,4828,0,6,-6,-7,-5,-7,-8,-9,-13,-18,-19,0,6,0,-7,-12,-19,-27,-36,-49,-67,-86,0,0.1221,-0.121951,-0.14245,-0.101895,-0.142799,-0.163432,-0.184162,-0.266503,-0.36999,-0.391995,0,0.1221,0,-0.14245,-0.2442,-0.38665,-0.549451,-0.732601,-0.997151,-1.363451,-1.750102,018b6348-fe0d-459d-b7a2-72190dfcbe57,0.0110495818162235,0.744465205097418
53,102021052,Summerland Point - Gwandalan,9.1793,https://linked.data.gov.au/dataset/asgsed3/SA2/102021052,6631,6704,6772,6834,6887,6937,6983,7025,7063,7100,7132,0,73,68,62,53,50,46,42,38,37,32,0,73,141,203,256,306,352,394,432,469,501,0,1.10089,1.01432,0.915535,0.775534,0.726006,0.663111,0.601461,0.540925,0.523857,0.450704,0,1.10089,2.126376,3.061378,3.860655,4.614689,5.3084,5.941789,6.514854,7.07284,7.555422,501f0cf5-a953-44c3-b848-831d3534dd1e,0.00088705875486994,0.209399755252877
54,102021053,The Entrance,13.8576,https://linked.data.gov.au/dataset/asgsed3/SA2/102021053,15831,15935,16006,16062,16100,16129,16147,16150,16143,16121,16086,0,104,71,56,38,29,18,3,-7,-22,-35,0,104,175,231,269,298,316,319,312,290,255,0,0.656939,0.44556,0.349869,0.236583,0.180124,0.1116,0.018579,-0.043344,-0.136282,-0.217108,0,0.656939,1.105426,1.459162,1.699198,1.882383,1.996084,2.015034,1.970817,1.831849,1.610764,049d9681-6ad7-4e0b-ae07-d0ea63ae4610,0.00134204348205458,0.314427089168001
55,102021054,Toukley - Norah Head,10.5216,https://linked.data.gov.au/dataset/asgsed3/SA2/102021054,9907,10010,10100,10172,10227,10279,10320,10353,10376,10391,10398,0,103,90,72,55,52,41,33,23,15,7,0,103,193,265,320,372,413,446,469,484,491,0,1.039669,0.899101,0.712871,0.5407,0.508458,0.398871,0.319767,0.222158,0.144564,0.067366,0,1.039669,1.948117,2.674876,3.230039,3.754921,4.16877,4.501867,4.734026,4.885435,4.956092,6d21572c-b387-480c-81b6-544af23e9b22,0.00101833094549875,0.228077147612081
56,102021055,Tuggerah - Kangy Angy,27.8463,https://linked.data.gov.au/dataset/asgsed3/SA2/102021055,5243,5255,5255,5257,5259,5261,5258,5249,5241,5229,5213,0,12,0,2,2,2,-3,-9,-8,-12,-16,0,12,12,14,16,18,15,6,-2,-14,-30,0,0.228877,0,0.038059,0.038045,0.03803,-0.057023,-0.171168,-0.15241,-0.228964,-0.305986,0,0.228877,0.228877,0.267023,0.305169,0.343315,0.286096,0.114438,-0.038146,-0.267023,-0.572191,f2db5051-a082-4bca-9d9c-e36a1f0ae923,0.00269587401362514,0.340445203196842
57,102021056,Warnervale - Wadalba,42.89,https://linked.data.gov.au/dataset/asgsed3/SA2/102021056,20974,21897,22810,23734,24666,25605,26530,27445,28347,29239,30118,0,923,913,924,932,939,925,915,902,892,879,0,923,1836,2760,3692,4631,5556,6471,7373,8265,9144,0,4.400687,4.169521,4.050855,3.926856,3.80686,3.612576,3.448926,3.286573,3.146717,3.006259,0,4.400687,8.753695,13.159149,17.602746,22.079718,26.48994,30.852484,35.153047,39.405931,43.596834,12b3ed87-ae26-4d3f-aeca-6dd8b338ed08,0.00414940680730069,0.34271300606597
58,102021057,Wyong,15.0334,https://linked.data.gov.au/dataset/asgsed3/SA2/102021057,9279,9401,9503,9599,9686,9766,9841,9912,9977,10033,10087,0,122,102,96,87,80,75,71,65,56,54,0,122,224,320,407,487,562,633,698,754,808,0,1.314797,1.084991,1.010207,0.906344,0.825934,0.767971,0.721471,0.655771,0.561291,0.538224,0,1.314797,2.414053,3.448647,4.386249,5.24841,6.056687,6.821856,7.522362,8.125876,8.707835,ab5d2b1b-a29f-4eaf-8128-e79394f5f7c4,0.00145499699738139,0.242820627871195
59,103011059,Bathurst - East,94.0342,https://linked.data.gov.au/dataset/asgsed3/SA2/103011059,12679,13076,13458,13829,14190,14535,14885,15233,15591,15951,16312,0,397,382,371,361,345,350,348,358,360,361,0,397,779,1150,1511,1856,2206,2554,2912,3272,3633,0,3.131162,2.921383,2.756725,2.610456,2.43129,2.407981,2.337924,2.350161,2.309024,2.263181,0,3.131162,6.144018,9.070116,11.917344,14.638378,17.398848,20.143544,22.967111,25.806452,28.653679,c76a8108-7f25-426f-ae2d-77964f49a84d,0.00911512430002404,0.527173936672322
60,103011060,Bathurst Surrounds,3798.2628,https://linked.data.gov.au/dataset/asgsed3/SA2/103011060,6947,6976,7002,7030,7061,7095,7129,7164,7200,7237,7273,0,29,26,28,31,34,34,35,36,37,36,0,29,55,83,114,148,182,217,253,290,326,0,0.417446,0.372706,0.399886,0.440967,0.481518,0.479211,0.490952,0.502513,0.513889,0.497444,0,0.417446,0.791709,1.19476,1.640996,2.130416,2.619836,3.12365,3.64186,4.174464,4.692673,036112c3-6449-40e9-b5d2-36fe6fda598b,0.368291353343011,5.87786827669027
61,103011061,Oberon,2972.3813,https://linked.data.gov.au/dataset/asgsed3/SA2/103011061,4853,4902,4945,4983,5022,5055,5084,5117,5150,5183,5215,0,49,43,38,39,33,29,33,33,33,32,0,49,92,130,169,202,231,264,297,330,362,0,1.009685,0.877193,0.768453,0.782661,0.657109,0.573689,0.649095,0.644909,0.640777,0.617403,0,1.009685,1.895735,2.678755,3.482382,4.162374,4.759942,5.439934,6.119926,6.799918,7.459304,4f3ff3a3-ed60-4a07-8bac-80afc9e11671,0.289684777185812,4.14271572213657
62,103011612,Bathurst - South,37.4794,https://linked.data.gov.au/dataset/asgsed3/SA2/103011612,10727,10851,10958,11065,11171,11272,11374,11476,11577,11685,11788,0,124,107,107,106,101,102,102,101,108,103,0,124,231,338,444,545,647,749,850,958,1061,0,1.155962,0.986084,0.976456,0.957976,0.904127,0.904897,0.896782,0.880098,0.932884,0.881472,0,1.155962,2.153445,3.150928,4.139088,5.080638,6.031509,6.982381,7.92393,8.930736,9.890929,5acface5-07b6-4558-add1-df5ebe8c9584,0.00363457237563125,0.409456839704844
63,103011613,Bathurst - West,82.0252,https://linked.data.gov.au/dataset/asgsed3/SA2/103011613,14494,14721,14943,15169,15401,15634,15868,16105,16344,16588,16834,0,227,222,226,232,233,234,237,239,244,246,0,227,449,675,907,1140,1374,1611,1850,2094,2340,0,1.566165,1.50805,1.512414,1.529435,1.512889,1.496738,1.493572,1.484011,1.492903,1.483,0,1.566165,3.097834,4.657099,6.257762,7.865324,9.479785,11.114944,12.763902,14.447358,16.144612,62091190-b97d-4e2f-a1b8-0e8a8928b82a,0.00794742758216671,0.458061958378294
64,103021062,Condobolin,15858.8502,https://linked.data.gov.au/dataset/asgsed3/SA2/103021062,6404,6414,6416,6405,6386,6354,6324,6296,6268,6238,6208,0,10,2,-11,-19,-32,-30,-28,-28,-30,-30,0,10,12,1,-18,-50,-80,-108,-136,-166,-196,0,0.156152,0.031182,-0.171446,-0.296643,-0.501096,-0.472144,-0.442758,-0.444727,-0.478622,-0.480923,0,0.156152,0.187383,0.015615,-0.281074,-0.780762,-1.249219,-1.686446,-2.123673,-2.59213,-3.060587,bd945eb2-3e6d-446d-b61e-c4019df38576,1.52861015280587,8.47916296351929
65,103021063,Cowra,242.201,https://linked.data.gov.au/dataset/asgsed3/SA2/103021063,9244,9338,9426,9509,9590,9662,9736,9814,9892,9972,10050,0,94,88,83,81,72,74,78,78,80,78,0,94,182,265,346,418,492,570,648,728,806,0,1.016876,0.942386,0.880543,0.851825,0.750782,0.765887,0.80115,0.794783,0.808734,0.78219,0,1.016876,1.968845,2.866724,3.742968,4.521852,5.322371,6.166162,7.009952,7.875379,8.719169,97fe0e95-f437-45e7-82b2-74ae0be69e3f,0.0235782373788425,1.05720826392297
66,103021064,Cowra Surrounds,3037.1556,https://linked.data.gov.au/dataset/asgsed3/SA2/103021064,5733,5738,5741,5742,5738,5729,5720,5713,5704,5694,5681,0,5,3,1,-4,-9,-9,-7,-9,-10,-13,0,5,8,9,5,-4,-13,-20,-29,-39,-52,0,0.087214,0.052283,0.017419,-0.069662,-0.156849,-0.157095,-0.122378,-0.157535,-0.175316,-0.228311,0,0.087214,0.139543,0.156986,0.087214,-0.069771,-0.226757,-0.348857,-0.505843,-0.680272,-0.907029,1f55d020-5c83-4afa-808e-1795207f2c34,0.295496220097448,5.56939853264485
67,103021065,Forbes,4598.0438,https://linked.data.gov.au/dataset/asgsed3/SA2/103021065,10038,10055,10065,10069,10064,10056,10049,10040,10030,10020,10012,0,17,10,4,-5,-8,-7,-9,-10,-10,-8,0,17,27,31,26,18,11,2,-8,-18,-26,0,0.169356,0.099453,0.039742,-0.049657,-0.079491,-0.06961,-0.089561,-0.099602,-0.099701,-0.07984,0,0.169356,0.268978,0.308826,0.259016,0.179319,0.109584,0.019924,-0.079697,-0.179319,-0.259016,83127ec6-d0ed-41b2-bba5-72fd3ab11e69,0.445943902229828,4.36936210931856
68,103021066,Grenfell,3294.0766,https://linked.data.gov.au/dataset/asgsed3/SA2/103021066,3600,3626,3647,3667,3685,3701,3720,3734,3752,3768,3782,0,26,21,20,18,16,19,14,18,16,14,0,26,47,67,85,101,120,134,152,168,182,0,0.722222,0.579151,0.548396,0.490864,0.434193,0.513375,0.376344,0.482057,0.426439,0.37155,0,0.722222,1.305556,1.861111,2.361111,2.805556,3.333333,3.722222,4.222222,4.666667,5.055556,5b663604-d0ff-423f-9981-bbf3af70cacf,0.321003839539117,4.06733036496206
69,103021067,Parkes (NSW),234.7555,https://linked.data.gov.au/dataset/asgsed3/SA2/103021067,10974,11022,11069,11115,11164,11214,11269,11330,11392,11455,11522,0,48,47,46,49,50,55,61,62,63,67,0,48,95,141,190,240,295,356,418,481,548,0,0.437397,0.42642,0.415575,0.440846,0.447868,0.490458,0.541308,0.54722,0.55302,0.584897,0,0.437397,0.865683,1.284855,1.731365,2.186987,2.688172,3.244031,3.809003,4.383087,4.993621,1b418e17-bf4e-4721-ada5-5e0ba7628fcb,0.0226940044003641,0.86927259706235
70,103021068,Parkes Surrounds,5418.1649,https://linked.data.gov.au/dataset/asgsed3/SA2/103021068,3201,3213,3221,3228,3235,3239,3242,3243,3246,3253,3260,0,12,8,7,7,4,3,1,3,7,7,0,12,20,27,34,38,41,42,45,52,59,0,0.374883,0.248988,0.217324,0.216853,0.123648,0.092621,0.030845,0.092507,0.21565,0.215186,0,0.374883,0.624805,0.843486,1.062168,1.187129,1.28085,1.31209,1.405811,1.624492,1.843174,9a40d1a2-b05e-4ec9-bd0f-9da18b799c41,0.522502009787786,5.23022715150376
71,103021069,West Wyalong,8317.473,https://linked.data.gov.au/dataset/asgsed3/SA2/103021069,5462,5479,5490,5497,5502,5500,5500,5501,5502,5504,5507,0,17,11,7,5,-2,0,1,1,2,3,0,17,28,35,40,38,38,39,40,42,45,0,0.311241,0.200767,0.127505,0.090959,-0.03635,0,0.018182,0.018179,0.03635,0.054506,0,0.311241,0.512633,0.640791,0.732332,0.695716,0.695716,0.714024,0.732332,0.768949,0.823874,e3702870-9a2a-4a85-8997-90a4c1724327,0.810726833389253,5.49414532967143
72,103031070,Lithgow,119.9844,https://linked.data.gov.au/dataset/asgsed3/SA2/103031070,12372,12366,12350,12330,12306,12283,12261,12240,12221,12201,12183,0,-6,-16,-20,-24,-23,-22,-21,-19,-20,-18,0,-6,-22,-42,-66,-89,-111,-132,-151,-171,-189,0,-0.048497,-0.129387,-0.161943,-0.194647,-0.186901,-0.179109,-0.171275,-0.155229,-0.163653,-0.147529,0,-0.048497,-0.177821,-0.339476,-0.533463,-0.719366,-0.897187,-1.066925,-1.220498,-1.382153,-1.527643,117a4c0d-e499-4722-b8d1-44d3617f9bcb,0.0116389994936981,0.722719638674375
73,103031071,Lithgow Surrounds,2514.0698,https://linked.data.gov.au/dataset/asgsed3/SA2/103031071,8442,8485,8524,8564,8605,8646,8686,8723,8763,8800,8835,0,43,39,40,41,41,40,37,40,37,35,0,43,82,122,163,204,244,281,321,358,393,0,0.509358,0.459635,0.469263,0.478748,0.476467,0.462642,0.425973,0.458558,0.42223,0.397727,0,0.509358,0.971334,1.445155,1.930822,2.416489,2.89031,3.328595,3.802416,4.240701,4.655295,aa356a7d-bf62-4ff4-b32b-eb25db7ab557,0.243405899755999,6.1288522947136
74,103031072,Mudgee,65.8949,https://linked.data.gov.au/dataset/asgsed3/SA2/103031072,12571,12675,12769,12868,12968,13061,13157,13254,13349,13445,13545,0,104,94,99,100,93,96,97,95,96,100,0,104,198,297,397,490,586,683,778,874,974,0,0.827301,0.741617,0.775315,0.777122,0.71715,0.735013,0.73725,0.716765,0.719155,0.743771,0,0.827301,1.575054,2.362581,3.158062,3.89786,4.661523,5.43314,6.188847,6.95251,7.747991,48d58481-5174-4196-bfc2-9649a9439e0f,0.00633013390688575,0.653221662079493
75,103031073,Mudgee Surrounds - East,2852.0843,https://linked.data.gov.au/dataset/asgsed3/SA2/103031073,3366,3374,3376,3376,3372,3367,3360,3354,3348,3342,3331,0,8,2,0,-4,-5,-7,-6,-6,-6,-11,0,8,10,10,6,1,-6,-12,-18,-24,-35,0,0.237671,0.059277,0,-0.118483,-0.14828,-0.2079,-0.178571,-0.178891,-0.179211,-0.329144,0,0.237671,0.297089,0.297089,0.178253,0.029709,-0.178253,-0.356506,-0.534759,-0.713012,-1.03981,2e508a86-8347-48f9-9d75-6ce16d7025fc,0.274417780684871,4.29335451250767
76,103031074,Mudgee Surrounds - West,8043.8633,https://linked.data.gov.au/dataset/asgsed3/SA2/103031074,11166,11381,11585,11780,11967,12143,12320,12496,12672,12849,13027,0,215,204,195,187,176,177,176,176,177,178,0,215,419,614,801,977,1154,1330,1506,1683,1861,0,1.925488,1.792461,1.683211,1.587436,1.470711,1.45763,1.428571,1.408451,1.39678,1.385322,0,1.925488,3.752463,5.498836,7.173563,8.749776,10.334945,11.911159,13.487372,15.072542,16.666667,d4bce893-639e-4a28-a04c-f114d33b2b69,0.771064467638098,8.232909947576
77,103031075,Wollangambe - Wollemi,2448.7276,https://linked.data.gov.au/dataset/asgsed3/SA2/103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4a555bd3-21c8-473d-8448-093537d811ff,0.236688391179541,4.7618474338104
78,103041076,Blayney,1642.6748,https://linked.data.gov.au/dataset/asgsed3/SA2/103041076,7611,7739,7864,7984,8102,8221,8343,8468,8591,8720,8849,0,128,125,120,118,119,122,125,123,129,129,0,128,253,373,491,610,732,857,980,1109,1238,0,1.681776,1.615196,1.525941,1.477956,1.468773,1.484004,1.498262,1.452527,1.501571,1.479358,0,1.681776,3.324136,4.900801,6.451189,8.014716,9.617659,11.260018,12.8761,14.571016,16.265931,3f059dd9-11f2-499f-85e7-88668bf4292f,0.159580264560191,2.54163741962786
79,103041077,Orange,45.2499,https://linked.data.gov.au/dataset/asgsed3/SA2/103041077,19135,19221,19282,19338,19381,19420,19465,19513,19563,19616,19669,0,86,61,56,43,39,45,48,50,53,53,0,86,147,203,246,285,330,378,428,481,534,0,0.449438,0.317361,0.290426,0.22236,0.201228,0.23172,0.246596,0.256239,0.27092,0.270188,0,0.449438,0.768226,1.060883,1.285602,1.489417,1.724588,1.975438,2.236739,2.513718,2.790698,3dd822cb-1a81-4071-9bed-36f1e24a3dc6,0.00438061718250538,0.40309723192364
80,103041078,Orange - North,99.5119,https://linked.data.gov.au/dataset/asgsed3/SA2/103041078,23244,23580,23901,24235,24586,24941,25298,25663,26028,26397,26769,0,336,321,334,351,355,357,365,365,369,372,0,336,657,991,1342,1697,2054,2419,2784,3153,3525,0,1.445534,1.361323,1.397431,1.448319,1.443911,1.431378,1.442802,1.422281,1.417704,1.409251,0,1.445534,2.826536,4.263466,5.773533,7.300809,8.836689,10.406987,11.977284,13.564791,15.165204,546a7c3a-2f95-4578-ab91-7184bc4014b0,0.00962814334206996,0.6449082207371
81,103041079,Orange Surrounds,4480.0956,https://linked.data.gov.au/dataset/asgsed3/SA2/103041079,11869,11935,11993,12052,12113,12169,12222,12276,12328,12377,12427,0,66,58,59,61,56,53,54,52,49,50,0,66,124,183,244,300,353,407,459,508,558,0,0.55607,0.485966,0.491954,0.50614,0.462313,0.435533,0.441826,0.423591,0.397469,0.403975,0,0.55607,1.044738,1.541832,2.055776,2.527593,2.974134,3.429101,3.867217,4.280057,4.701323,d32d80c2-fbf7-475a-8adc-93a322257919,0.432968186151356,6.04303375733958
82,104011080,Grafton,106.2537,https://linked.data.gov.au/dataset/asgsed3/SA2/104011080,19453,19678,19892,20104,20308,20503,20702,20907,21118,21332,21551,0,225,214,212,204,195,199,205,211,214,219,0,225,439,651,855,1050,1249,1454,1665,1879,2098,0,1.156634,1.087509,1.065755,1.014723,0.960213,0.97059,0.990242,1.009231,1.013354,1.026627,0,1.156634,2.256721,3.346528,4.395209,5.397625,6.420604,7.474426,8.559091,9.659179,10.784969,a3fa5d8e-6781-4f59-bd06-4c8ba28efdca,0.00990283263354286,0.635899025931986
83,104011081,Grafton Surrounds,8445.891,https://linked.data.gov.au/dataset/asgsed3/SA2/104011081,17153,17353,17545,17735,17926,18108,18291,18477,18669,18860,19053,0,200,192,190,191,182,183,186,192,191,193,0,200,392,582,773,955,1138,1324,1516,1707,1900,0,1.165977,1.106437,1.08293,1.076966,1.015285,1.010603,1.016894,1.03913,1.023086,1.02333,0,1.165977,2.285315,3.392992,4.5065,5.567539,6.634408,7.718766,8.838104,9.951612,11.07678,a87c7416-c3c1-4f70-83a1-0708af3bb571,0.786837867121449,7.40667794112658
84,104011082,Maclean - Yamba - Iluka,711.0493,https://linked.data.gov.au/dataset/asgsed3/SA2/104011082,17615,17876,18111,18328,18522,18693,18862,19028,19193,19353,19513,0,261,235,217,194,171,169,166,165,160,160,0,261,496,713,907,1078,1247,1413,1578,1738,1898,0,1.481692,1.314612,1.198167,1.05849,0.923226,0.904082,0.880076,0.867143,0.833637,0.826745,0,1.481692,2.815782,4.047687,5.149021,6.119784,7.079194,8.021573,8.958274,9.866591,10.774908,27d278ee-f468-464a-a992-737f492981d9,0.066105160553434,1.66368539164566
85,104021083,Bellingen,1001.0481,https://linked.data.gov.au/dataset/asgsed3/SA2/104021083,6164,6193,6212,6232,6248,6261,6275,6288,6300,6314,6326,0,29,19,20,16,13,14,13,12,14,12,0,29,48,68,84,97,111,124,136,150,162,0,0.470474,0.306798,0.321958,0.256739,0.208067,0.223606,0.207171,0.19084,0.222222,0.190054,0,0.470474,0.778715,1.10318,1.362751,1.573653,1.800779,2.011681,2.20636,2.433485,2.628164,709c96f7-ea10-4a73-b514-a129ac783e86,0.0940115271737341,2.15449891970412
86,104021084,Coffs Harbour - North,25.6688,https://linked.data.gov.au/dataset/asgsed3/SA2/104021084,18363,18537,18681,18828,18975,19118,19260,19398,19536,19674,19811,0,174,144,147,147,143,142,138,138,138,137,0,174,318,465,612,755,897,1035,1173,1311,1448,0,0.947558,0.776825,0.786896,0.780752,0.753623,0.742756,0.716511,0.711414,0.706388,0.696351,0,0.947558,1.731743,2.532266,3.332789,4.111529,4.884823,5.636334,6.387845,7.139356,7.885422,dfe2714e-5b2d-47a9-9183-6f9c8a57332f,0.0024066485621006,0.327430950481676
87,104021085,Coffs Harbour - South,33.6996,https://linked.data.gov.au/dataset/asgsed3/SA2/104021085,11367,11590,11789,11980,12157,12325,12501,12682,12868,13053,13240,0,223,199,191,177,168,176,181,186,185,187,0,223,422,613,790,958,1134,1315,1501,1686,1873,0,1.961819,1.716997,1.620154,1.477462,1.38192,1.427992,1.447884,1.466646,1.437675,1.432621,0,1.961819,3.712501,5.392804,6.949943,8.427905,9.976247,11.568576,13.204891,14.83241,16.477523,3dd4b9af-84c7-401d-a692-5cf668c8fb73,0.00316065377774066,0.401030762169575
88,104021086,Coramba - Nana Glen - Bucca,363.909,https://linked.data.gov.au/dataset/asgsed3/SA2/104021086,3979,4031,4080,4129,4180,4230,4280,4331,4382,4436,4490,0,52,49,49,51,50,50,51,51,54,54,0,52,101,150,201,251,301,352,403,457,511,0,1.306861,1.215579,1.20098,1.235166,1.196172,1.182033,1.191589,1.177557,1.232314,1.217313,0,1.306861,2.538326,3.769791,5.05152,6.308118,7.564715,8.846444,10.128173,11.485298,12.842423,e6b42617-e285-4a96-b820-e41d564137ee,0.0340941721692616,1.14745539632244
